name,frame,ra,dec,band_idx,wavelength_old,receiver_old,cfg_A_old,cfg_B_old,cfg_C_old,cfg_D_old,uvmin_kl_old,uvmax_kl_old,wavelength_new,receiver_new,cfg_A_new,cfg_B_new,cfg_C_new,cfg_D_new,uvmin_kl_new,uvmax_kl_new
0943-083,J2000,09h43m36.944364s,"-08d19'30.812400""",2,3.7cm,X,S,P,P,P,400.0,,3.7cm,X,S,P,P,P,,400.0
0943-083,J2000,09h43m36.944364s,"-08d19'30.812400""",3,2cm,U,X,S,S,S,400.0,,2cm,U,X,S,S,S,,400.0
0944+520,J2000,09h44m52.155290s,"52d02'34.216810""",0,20cm,L,S,S,S,X,6.0,,20cm,L,S,S,S,X,6.0,
0945+466,J2000,09h45m42.092692s,"46d36'50.596380""",0,20cm,L,S,S,X,X,15.0,,20cm,L,S,S,X,X,15.0,
0948+406,J2000,09h48m55.338145s,"40d39'44.587190""",0,20cm,L,S,X,X,X,60.0,,20cm,L,S,X,X,X,60.0,
0949+662,J2000,09h49m12.2100s,"66d14'59.321""",0,20cm,L,X,X,S,P,15.0,,20cm,L,X,X,S,P,,15.0
0949+662,J2000,09h49m12.2100s,"66d14'59.321""",1,6cm,C,X,X,X,S,15.0,,6cm,C,X,X,X,S,,15.0
0952+352,J2000,09h52m32.026134s,"35d12'52.403280""",0,6cm,C,S,S,X,X,50.0,,6cm,C,S,S,X,X,50.0,
0952+352,J2000,09h52m32.026134s,"35d12'52.403280""",1,3.7cm,X,S,S,X,X,50.0,,3.7cm,X,S,S,X,X,50.0,
0954+177,J2000,09h54m56.823626s,"17d43'31.222420""",0,20cm,L,P,X,X,X,45.0,,20cm,L,P,X,X,X,45.0,
0954+177,J2000,09h54m56.823626s,"17d43'31.222420""",1,6cm,C,S,S,S,X,20.0,,6cm,C,S,S,S,X,20.0,
0954+745,J2000,09h54m47.442098s,"74d35'57.145440""",0,20cm,L,P,S,X,X,15.0,,20cm,L,P,S,X,X,15.0,
0956+252,J2000,09h56m49.875361s,"25d15'16.049770""",0,20cm,L,P,P,S,X,6.0,,20cm,L,P,P,S,X,6.0,
0957+553,J2000,09h57m38.184971s,"55d22'57.769240""",0,20cm,L,S,X,X,X,60.0,,20cm,L,S,X,X,X,60.0,
0957+553,J2000,09h57m38.184971s,"55d22'57.769240""",1,6cm,C,S,S,S,S,200.0,,6cm,C,S,S,S,S,,200.0
0958+324,J2000,09h58m20.949621s,"32d24'02.209290""",0,20cm,L,X,S,S,S,35.0,,20cm,L,X,S,S,S,,35.0
0958+324,J2000,09h58m20.949621s,"32d24'02.209290""",1,6cm,C,X,S,S,S,125.0,,6cm,C,X,S,S,S,,125.0
0958+324,J2000,09h58m20.949621s,"32d24'02.209290""",2,3.7cm,X,X,S,S,S,200.0,,3.7cm,X,X,S,S,S,,200.0
0958+324,J2000,09h58m20.949621s,"32d24'02.209290""",3,2cm,U,X,S,S,S,400.0,,2cm,U,X,S,S,S,,400.0
0958+474,J2000,09h58m19.671648s,"47d25'07.842500""",0,20cm,L,S,S,X,X,20.0,,20cm,L,S,S,X,X,20.0,
1001-446,J2000,10h01m59.908051s,"-44d38'00.603130""",0,20cm,L,S,X,X,X,60.0,,20cm,L,S,X,X,X,60.0,
1001-446,J2000,10h01m59.908051s,"-44d38'00.603130""",1,6cm,C,S,S,X,X,60.0,,6cm,C,S,S,X,X,60.0,
1006+349,J2000,10h06m01.7500s,"34d54'10.400""",0,90cm,P,S,S,S,X,1.0,30.0,90cm,P,S,S,S,X,1.0,30.0
1006+349,J2000,10h06m01.7500s,"34d54'10.400""",1,20cm,L,X,S,P,P,30.0,,20cm,L,X,S,P,P,,30.0
1007+139,J2000,10h07m41.498079s,"13d56'29.600940""",0,20cm,L,S,X,X,X,6.0,,20cm,L,S,X,X,X,6.0,
1007+139,J2000,10h07m41.498079s,"13d56'29.600940""",1,6cm,C,S,S,S,S,6.0,,6cm,C,S,S,S,S,6.0,
1007+139,J2000,10h07m41.498079s,"13d56'29.600940""",2,3.7cm,X,S,S,S,S,6.0,200.0,3.7cm,X,S,S,S,S,6.0,200.0
1007-021,J2000,10h07m04.349917s,"-02d07'10.917720""",0,20cm,L,X,S,S,S,50.0,,20cm,L,X,S,S,S,,50.0
1007-021,J2000,10h07m04.349917s,"-02d07'10.917720""",1,6cm,C,S,S,X,X,50.0,,6cm,C,S,S,X,X,50.0,
1007-021,J2000,10h07m04.349917s,"-02d07'10.917720""",2,3.7cm,X,S,S,S,X,60.0,,3.7cm,X,S,S,S,X,60.0,
1008+075,J2000,10h08m00.0160s,"07d30'16.552""",0,20cm,L,X,X,S,P,15.0,,20cm,L,X,X,S,P,,15.0
1008+075,J2000,10h08m00.0160s,"07d30'16.552""",1,6cm,C,X,X,X,S,15.0,,6cm,C,X,X,X,S,,15.0
1010+828,J2000,10h10m15.783046s,"82d50'14.384080""",0,20cm,L,S,S,S,X,6.0,,20cm,L,S,S,S,X,6.0,
1011+064,J2000,10h11m00.3600s,"06d24'40.200""",0,20cm,L,X,X,S,P,6.0,,20cm,L,X,X,S,P,,6.0
1013+248,J2000,10h13m53.428737s,"24d49'16.441100""",0,20cm,L,S,X,X,X,20.0,,20cm,L,S,X,X,X,20.0,
1013+347,J2000,10h13m49.614027s,"34d45'50.783770""",0,20cm,L,S,S,S,X,10.0,,20cm,L,S,S,S,X,10.0,
1014+230,J2000,10h14m47.065445s,"23d01'16.570910""",1,6cm,C,P,S,X,X,15.0,,6cm,C,P,S,X,X,15.0,
1014+230,J2000,10h14m47.065445s,"23d01'16.570910""",2,3.7cm,X,S,S,S,S,100.0,,3.7cm,X,S,S,S,S,100.0,
1016+206,J2000,10h16m44.322063s,"20d37'47.305260""",0,20cm,L,S,S,X,X,30.0,,20cm,L,S,S,X,X,30.0,
1017+612,J2000,10h17m25.887578s,"61d16'27.496720""",0,20cm,L,S,X,X,X,40.0,,20cm,L,S,X,X,X,40.0,
1018+357,J2000,10h18m10.988079s,"35d42'39.441310""",0,20cm,L,S,S,X,X,20.0,,20cm,L,S,S,X,X,20.0,
1018-317,J2000,10h18m09.2675s,"-31d44'13.983""",0,20cm,L,X,S,P,P,60.0,,20cm,L,X,S,P,P,,60.0
1018-317,J2000,10h18m09.2675s,"-31d44'13.983""",1,6cm,C,X,S,P,P,60.0,,6cm,C,X,S,P,P,,60.0
1018-317,J2000,10h18m09.2675s,"-31d44'13.983""",2,3.7cm,X,X,X,S,P,60.0,,3.7cm,X,X,X,S,P,,60.0
1018-317,J2000,10h18m09.2675s,"-31d44'13.983""",3,2cm,U,X,X,S,S,60.0,,2cm,U,X,X,S,S,,60.0
1020-428,J2000,10h20m03.3547s,"-42d51'41.536""",0,20cm,L,X,X,S,S,12.0,,20cm,L,X,X,S,S,,12.0
1020-428,J2000,10h20m03.3547s,"-42d51'41.536""",1,6cm,C,X,X,X,S,15.0,,6cm,C,X,X,X,S,,15.0
1021+219,J2000,10h21m54.5289s,"21d59'30.440""",1,20cm,L,X,S,S,S,30.0,,20cm,L,X,S,S,S,,30.0
1022+306,J2000,10h22m30.2992s,"30d41'04.933""",0,20cm,L,S,S,X,X,20.0,,20cm,L,S,S,X,X,20.0,
1023+398,J2000,10h23m11.565623s,"39d48'15.385390""",0,3.7cm,X,S,S,X,X,200.0,,3.7cm,X,S,S,X,X,200.0,
1023+398,J2000,10h23m11.565623s,"39d48'15.385390""",1,2cm,U,S,S,S,S,100.0,,2cm,U,S,S,S,S,100.0,
1024+192,J2000,10h24m44.809590s,"19d12'20.415390""",1,3.7cm,X,S,S,X,X,20.0,,3.7cm,X,S,S,X,X,20.0,
1024-008,J2000,10h24m29.586611s,"-00d52'55.497850""",0,20cm,L,P,S,S,X,4.5,,20cm,L,P,S,S,X,4.5,
1033+395,J2000,10h33m22.060988s,"39d35'51.083370""",0,20cm,L,S,S,S,X,6.0,,20cm,L,S,S,S,X,6.0,
1033+412,J2000,10h33m03.707841s,"41d16'06.232970""",0,20cm,L,P,S,X,X,20.0,,20cm,L,P,S,X,X,20.0,
1033+412,J2000,10h33m03.707841s,"41d16'06.232970""",2,3.7cm,X,P,P,S,S,30.0,,3.7cm,X,P,P,S,S,30.0,
1033+608,J2000,10h33m51.428998s,"60d51'07.334570""",0,20cm,L,S,S,X,X,20.0,,20cm,L,S,S,X,X,20.0,
1033-343,J2000,10h33m13.0866s,"-34d18'45.424""",0,90cm,P,S,S,S,S,20.0,,90cm,P,S,S,S,S,,20.0
1033-343,J2000,10h33m13.0866s,"-34d18'45.424""",1,20cm,L,X,X,S,S,20.0,,20cm,L,X,X,S,S,,20.0
1035+564,J2000,10h35m07.0399s,"56d28'46.792""",2,3.7cm,X,S,P,P,P,400.0,,3.7cm,X,S,P,P,P,,400.0
1037-295,J2000,10h37m16.079734s,"-29d34'02.813220""",0,20cm,L,P,S,X,X,20.0,,20cm,L,P,S,X,X,20.0,
1039-156,J2000,10h39m06.705086s,"-15d41'06.691840""",0,20cm,L,S,S,X,X,20.0,,20cm,L,S,S,X,X,20.0,
1041+027,J2000,10h41m38.8819s,"02d42'30.816""",0,90cm,P,X,S,S,X,2.0,7.0,90cm,P,X,S,S,X,2.0,7.0
1041+027,J2000,10h41m38.8819s,"02d42'30.816""",1,20cm,L,X,X,S,S,7.0,,20cm,L,X,X,S,S,,7.0
1041+061,J2000,10h41m17.162504s,"06d10'16.923780""",0,20cm,L,S,S,S,,10.0,,20cm,L,S,S,S,,10.0,
1042+120,J2000,10h42m44.605212s,"12d03'31.264070""",0,20cm,L,X,X,S,S,5.0,,20cm,L,X,X,S,S,,5.0
1042+120,J2000,10h42m44.605212s,"12d03'31.264070""",1,6cm,C,X,X,X,S,5.0,,6cm,C,X,X,X,S,,5.0
1044+069,J2000,10h44m55.911239s,"06d55'38.262770""",1,3.7cm,X,S,S,X,X,40.0,,3.7cm,X,S,S,X,X,40.0,
1044+069,J2000,10h44m55.911239s,"06d55'38.262770""",2,2cm,U,W,W,W,W,40.0,,2cm,U,W,W,W,W,40.0,
1044+533,J2000,10h44m10.673017s,"53d22'20.541520""",0,20cm,L,S,S,X,X,10.0,,20cm,L,S,S,X,X,10.0,
1044+809,J2000,10h44m23.062554s,"80d54'39.443030""",0,20cm,L,S,S,S,X,6.0,,20cm,L,S,S,S,X,6.0,
1048+717,J2000,10h48m27.619917s,"71d43'35.938280""",0,20cm,L,S,S,S,X,6.0,,20cm,L,S,S,S,X,6.0,
1048-191,J2000,10h48m06.620606s,"-19d09'35.726950""",0,20cm,L,S,X,X,X,60.0,,20cm,L,S,X,X,X,60.0,
1048-191,J2000,10h48m06.620606s,"-19d09'35.726950""",1,6cm,C,P,S,X,X,50.0,,6cm,C,P,S,X,X,50.0,
1048-191,J2000,10h48m06.620606s,"-19d09'35.726950""",2,3.7cm,X,P,P,S,X,30.0,,3.7cm,X,P,P,S,X,30.0,
1051-316,J2000,10h51m04.777538s,"-31d38'14.307410""",0,20cm,L,S,S,X,X,15.0,,20cm,L,S,S,X,X,15.0,
1056+701,J2000,10h56m53.617492s,"70d11'45.915850""",0,20cm,L,S,S,S,X,6.0,,20cm,L,S,S,S,X,6.0,
1057-245,J2000,10h57m55.410047s,"-24d33'48.871750""",0,20cm,L,S,P,P,S,120.0,,20cm,L,S,P,P,S,,120.0
1057-245,J2000,10h57m55.410047s,"-24d33'48.871750""",1,6cm,C,X,S,S,S,120.0,,6cm,C,X,S,S,S,,120.0
1057-245,J2000,10h57m55.410047s,"-24d33'48.871750""",2,3.7cm,X,X,X,S,S,120.0,,3.7cm,X,X,X,S,S,,120.0
1058+015,J2000,10h58m29.605209s,"01d33'58.823720""",0,20cm,L,S,S,X,X,20.0,,20cm,L,S,S,X,X,20.0,
1102+279,J2000,11h02m14.288458s,"27d57'08.689940""",0,20cm,L,S,S,X,X,15.0,,20cm,L,S,S,X,X,15.0,
1103+220,J2000,11h03m23.067684s,"22d03'37.720150""",0,20cm,L,S,S,S,X,6.0,,20cm,L,S,S,S,X,6.0,
1103-328,J2000,11h03m31.526418s,"-32d51'16.691690""",1,6cm,C,S,S,X,X,50.0,,6cm,C,S,S,X,X,50.0,
1103-328,J2000,11h03m31.526418s,"-32d51'16.691690""",2,3.7cm,X,S,S,X,X,50.0,,3.7cm,X,S,S,X,X,50.0,
1104+382,J2000,11h04m27.313943s,"38d12'31.799190""",0,20cm,L,S,S,X,X,15.0,,20cm,L,S,S,X,X,15.0,
1104+382,J2000,11h04m27.313943s,"38d12'31.799190""",1,6cm,C,S,S,S,S,5.0,300.0,6cm,C,S,S,S,S,5.0,300.0
1106-211,J2000,11h06m22.3200s,"-21d08'59.642""",0,20cm,L,X,X,X,S,3.0,,20cm,L,X,X,X,S,,3.0
1107+164,J2000,11h07m15.047430s,"16d28'02.245540""",0,6cm,C,S,S,X,X,50.0,,6cm,C,S,S,X,X,50.0,
1109+377,J2000,11h09m28.8718s,"37d44'30.924""",1,3.7cm,X,X,X,P,P,200.0,,3.7cm,X,X,X,P,P,,200.0
1110+604,J2000,11h10m13.088123s,"60d28'42.566980""",0,20cm,L,S,X,X,X,30.0,,20cm,L,S,X,X,X,30.0,
1112-219,J2000,11h12m49.848703s,"-21d58'29.351860""",0,20cm,L,P,P,S,X,6.0,,20cm,L,P,P,S,X,6.0,
1113+147,J2000,11h13m58.695097s,"14d42'26.952620""",0,20cm,L,X,X,S,S,7.0,,20cm,L,X,X,S,S,,7.0
1113+147,J2000,11h13m58.695097s,"14d42'26.952620""",1,3.7cm,X,P,S,X,,150.0,,3.7cm,X,P,S,X,,150.0,
1114+406,J2000,11h14m38.5200s,"40d37'19.860""",0,90cm,P,X,X,X,S,2.0,,90cm,P,X,X,X,S,,2.0
1114+406,J2000,11h14m38.5200s,"40d37'19.860""",1,20cm,L,X,X,X,S,2.0,,20cm,L,X,X,X,S,,2.0
1118+125,J2000,11h18m57.301443s,"12d34'41.718060""",1,6cm,C,S,X,X,X,150.0,,6cm,C,S,X,X,X,150.0,
1119-030,J2000,11h19m25.3000s,"-03d02'51.320""",0,90cm,P,S,S,S,X,1.0,,90cm,P,S,S,S,X,1.0,
1119-030,J2000,11h19m25.3000s,"-03d02'51.320""",1,20cm,L,X,P,P,P,30.0,,20cm,L,X,P,P,P,,30.0
1120+143,J2000,11h20m27.807267s,"14d20'54.991600""",1,6cm,C,S,P,P,P,300.0,,6cm,C,S,P,P,P,,300.0
1120+143,J2000,11h20m27.807267s,"14d20'54.991600""",2,3.7cm,X,S,P,P,P,300.0,,3.7cm,X,S,P,P,P,,300.0
1120+143,J2000,11h20m27.807267s,"14d20'54.991600""",3,2cm,U,X,S,S,S,300.0,,2cm,U,X,S,S,S,,300.0
1120+234,J2000,11h20m43.0480s,"23d27'54.940""",0,20cm,L,X,X,X,S,3.0,,20cm,L,X,X,X,S,,3.0
1120-251,J2000,11h20m09.120788s,"-25d08'07.608300""",0,20cm,L,S,P,P,S,60.0,,20cm,L,S,P,P,S,,60.0
1120-251,J2000,11h20m09.120788s,"-25d08'07.608300""",1,6cm,C,X,S,S,S,90.0,,6cm,C,X,S,S,S,,90.0
1120-251,J2000,11h20m09.120788s,"-25d08'07.608300""",2,3.7cm,X,X,S,S,S,90.0,,3.7cm,X,X,S,S,S,,90.0
1122+180,J2000,11h22m29.711471s,"18d05'26.343400""",1,6cm,C,P,P,S,X,20.0,,6cm,C,P,P,S,X,20.0,
1123+055,J2000,11h23m09.1206s,"05d30'20.774""",0,90cm,P,S,S,S,S,20.0,,90cm,P,S,S,S,S,,20.0
1126+452,J2000,11h26m57.654999s,"45d16'06.282570""",0,20cm,L,S,X,X,X,20.0,,20cm,L,S,X,X,X,20.0,
1127+568,J2000,11h27m40.135069s,"56d50'14.794050""",0,20cm,L,S,X,X,X,20.0,,20cm,L,S,X,X,X,20.0,
1127-189,J2000,11h27m04.392448s,"-18d57'17.441660""",0,20cm,L,S,S,X,X,15.0,,20cm,L,S,S,X,X,15.0,
1128+594,J2000,11h28m13.340684s,"59d25'14.799210""",0,20cm,L,S,X,X,X,25.0,,20cm,L,S,X,X,X,25.0,
1130+382,J2000,11h30m53.282612s,"38d15'18.547070""",0,20cm,L,P,P,S,X,5.0,,20cm,L,P,P,S,X,5.0,
1131-050,J2000,11h31m30.516732s,"-05d00'19.657360""",0,20cm,L,S,S,X,X,30.0,,20cm,L,S,S,X,X,30.0,
1131-050,J2000,11h31m30.516732s,"-05d00'19.657360""",1,6cm,C,S,S,S,S,300.0,,6cm,C,S,S,S,S,,300.0
1131-050,J2000,11h31m30.516732s,"-05d00'19.657360""",2,3.7cm,X,S,P,P,P,300.0,,3.7cm,X,S,P,P,P,,300.0
1131-050,J2000,11h31m30.516732s,"-05d00'19.657360""",3,2cm,U,X,S,S,S,300.0,,2cm,U,X,S,S,S,,300.0
1139+657,J2000,11h39m58.5418s,"65d47'46.454""",0,20cm,L,X,X,X,S,3.0,,20cm,L,X,X,X,S,,3.0
1139-138,J2000,11h39m10.702580s,"-13d50'43.639870""",0,90cm,P,X,X,S,S,2.0,,90cm,P,X,X,S,S,,2.0
1139-138,J2000,11h39m10.702580s,"-13d50'43.639870""",1,20cm,L,X,X,X,S,2.0,,20cm,L,X,X,X,S,,2.0
1142-116,J2000,11h42m35.0059s,"-11d41'47.838""",0,90cm,P,S,S,S,X,1.0,16.0,90cm,P,S,S,S,X,1.0,16.0
1142-116,J2000,11h42m35.0059s,"-11d41'47.838""",1,20cm,L,X,X,S,S,2.0,16.0,20cm,L,X,X,S,S,2.0,16.0
1143+221,J2000,11h43m25.0893s,"22d06'56.069""",0,90cm,P,X,X,S,S,3.0,,90cm,P,X,X,S,S,,3.0
1143+221,J2000,11h43m25.0893s,"22d06'56.069""",1,20cm,L,X,X,X,S,3.0,,20cm,L,X,X,X,S,,3.0
1145+497,J2000,11h45m43.3748s,"49d46'08.062""",0,90cm,P,X,S,S,X,2.0,8.0,90cm,P,X,S,S,X,2.0,8.0
1145+497,J2000,11h45m43.3748s,"49d46'08.062""",1,20cm,L,X,X,S,S,6.0,,20cm,L,X,X,S,S,,6.0
1145-228,J2000,11h45m22.046820s,"-22d50'31.342980""",0,20cm,L,S,S,S,X,7.5,,20cm,L,S,S,S,X,7.5,
1146+539,J2000,11h46m44.204327s,"53d56'43.083050""",0,20cm,L,S,S,S,X,6.0,,20cm,L,S,S,S,X,6.0,
1146+588,J2000,11h46m26.911641s,"58d48'34.263110""",0,20cm,L,S,S,X,X,10.0,,20cm,L,S,S,X,X,10.0,
1146-289,J2000,11h46m26.188639s,"-28d59'18.504680""",0,20cm,L,S,S,X,X,22.0,,20cm,L,S,S,X,X,22.0,
1147+350,J2000,11h47m22.130606s,"35d01'07.522920""",0,20cm,L,S,S,X,X,10.0,,20cm,L,S,S,X,X,10.0,
1147-074,J2000,11h47m51.554036s,"-07d24'41.141090""",0,20cm,L,P,P,S,X,5.0,,20cm,L,P,P,S,X,5.0,
1147-382,J2000,11h47m01.370704s,"-38d12'11.023530""",0,20cm,L,P,P,S,X,5.0,,20cm,L,P,P,S,X,5.0,
1148+594,J2000,11h48m50.358242s,"59d24'56.382430""",0,20cm,L,S,S,S,X,15.0,,20cm,L,S,S,S,X,15.0,
1152+496,J2000,11h52m32.8735s,"49d39'38.774""",1,3.7cm,X,X,S,S,S,300.0,,3.7cm,X,X,S,S,S,,300.0
1153+406,J2000,11h53m54.658968s,"40d36'52.618940""",0,20cm,L,S,S,X,X,20.0,,20cm,L,S,S,X,X,20.0,
1153+406,J2000,11h53m54.658968s,"40d36'52.618940""",1,6cm,C,S,S,S,X,20.0,,6cm,C,S,S,S,X,20.0,
1153+495,J2000,11h53m24.466626s,"49d31'08.830140""",0,20cm,L,X,X,X,S,3.0,,20cm,L,X,X,X,S,,3.0
1153+495,J2000,11h53m24.466626s,"49d31'08.830140""",1,6cm,C,S,X,X,X,200.0,,6cm,C,S,X,X,X,200.0,
1153+809,J2000,11h53m12.499130s,"80d58'29.154510""",0,20cm,L,P,P,X,X,10.0,,20cm,L,P,P,X,X,10.0,
1154-350,J2000,11h54m21.7949s,"-35d05'28.992""",2,6cm,C,X,S,P,P,150.0,,6cm,C,X,S,P,P,,150.0
1154-350,J2000,11h54m21.7949s,"-35d05'28.992""",3,3.7cm,X,X,S,P,P,150.0,,3.7cm,X,X,S,P,P,,150.0
1154-350,J2000,11h54m21.7949s,"-35d05'28.992""",4,2cm,U,X,X,S,S,150.0,,2cm,U,X,X,S,S,,150.0
1156+314,J2000,11h56m18.7321s,"31d28'04.305""",0,90cm,P,S,S,S,X,1.0,17.0,90cm,P,S,S,S,X,1.0,17.0
1156+314,J2000,11h56m18.7321s,"31d28'04.305""",1,20cm,L,X,X,P,P,17.0,,20cm,L,X,X,P,P,,17.0
1158+248,J2000,11h58m25.787505s,"24d50'17.963690""",0,20cm,L,P,P,S,X,6.0,,20cm,L,P,P,S,X,6.0,
1158+484,J2000,11h58m26.769515s,"48d25'16.229220""",0,20cm,L,W,W,X,X,20.0,,20cm,L,W,W,X,X,20.0,
1159+292,J2000,11h59m31.833911s,"29d14'43.826940""",0,20cm,L,X,X,X,S,5.0,,20cm,L,X,X,X,S,,5.0
1159+292,J2000,11h59m31.833911s,"29d14'43.826940""",1,6cm,C,P,S,X,X,75.0,,6cm,C,P,S,X,X,75.0,
1159+292,J2000,11h59m31.833911s,"29d14'43.826940""",2,3.7cm,X,S,S,X,X,75.0,,3.7cm,X,S,S,X,X,75.0,
1159-096,J2000,11h59m12.711685s,"-09d40'52.048720""",0,6cm,C,X,X,S,S,50.0,,6cm,C,X,X,S,S,,50.0
1159-218,J2000,11h59m51.906135s,"-21d48'53.707610""",0,20cm,L,S,X,X,X,40.0,,20cm,L,S,X,X,X,40.0,
1159-224,J2000,11h59m11.267271s,"-22d28'36.902200""",0,20cm,L,X,X,S,S,12.0,,20cm,L,X,X,S,S,,12.0
1159-224,J2000,11h59m11.267271s,"-22d28'36.902200""",1,6cm,C,X,X,X,S,12.0,,6cm,C,X,X,X,S,,12.0
1200+730,J2000,12h00m19.0252s,"73d00'45.207""",0,90cm,P,X,X,S,S,1.0,,90cm,P,X,X,S,S,,1.0
1205-265,J2000,12h05m33.212335s,"-26d34'04.464570""",0,20cm,L,S,X,X,X,60.0,,20cm,L,S,X,X,X,60.0,
1205-265,J2000,12h05m33.212335s,"-26d34'04.464570""",1,6cm,C,S,X,X,X,200.0,,6cm,C,S,X,X,X,200.0,
1205-265,J2000,12h05m33.212335s,"-26d34'04.464570""",2,3.7cm,X,S,S,X,X,100.0,,3.7cm,X,S,S,X,X,100.0,
1206+642,J2000,12h06m24.6868s,"64d13'37.340""",0,90cm,P,S,S,S,X,2.0,15.0,90cm,P,S,S,S,X,2.0,15.0
1206+642,J2000,12h06m24.6868s,"64d13'37.340""",1,20cm,L,X,X,S,P,15.0,,20cm,L,X,X,S,P,,15.0
1206+642,J2000,12h06m24.6868s,"64d13'37.340""",2,6cm,C,X,X,X,S,15.0,,6cm,C,X,X,X,S,,15.0
1207+279,J2000,12h07m27.900475s,"27d54'58.849970""",0,20cm,L,S,S,S,X,7.5,,20cm,L,S,S,S,X,7.5,
1209+413,J2000,12h09m22.788009s,"41d19'41.370060""",1,6cm,C,S,S,X,X,50.0,,6cm,C,S,S,X,X,50.0,
1209+436,J2000,12h09m13.4256s,"43d39'17.628""",0,20cm,L,X,X,X,S,3.0,,20cm,L,X,X,X,S,,3.0
1209-241,J2000,12h09m02.445128s,"-24d06'20.759560""",0,20cm,L,S,S,S,X,6.0,,20cm,L,S,S,S,X,6.0,
1209-322,J2000,12h09m40.0563s,"-32d14'52.837""",0,20cm,L,X,X,X,X,6.0,,20cm,L,X,X,X,X,6.0,
1209-402,J2000,12h09m35.243358s,"-40d16'13.100240""",0,20cm,L,S,S,S,X,8.0,,20cm,L,S,S,S,X,8.0,
1215+348,J2000,12h15m55.601049s,"34d48'15.220530""",0,20cm,L,P,P,S,X,6.0,,20cm,L,P,P,S,X,6.0,
1215+348,J2000,12h15m55.601049s,"34d48'15.220530""",1,6cm,C,P,P,P,X,10.0,,6cm,C,P,P,P,X,10.0,
1215+348,J2000,12h15m55.601049s,"34d48'15.220530""",2,3.7cm,X,S,P,P,P,400.0,,3.7cm,X,S,P,P,P,,400.0
1215-175,J2000,12h15m46.751770s,"-17d31'45.402890""",0,20cm,L,X,X,S,S,20.0,,20cm,L,X,X,S,S,,20.0
1215-175,J2000,12h15m46.751770s,"-17d31'45.402890""",1,6cm,C,S,S,X,X,100.0,,6cm,C,S,S,X,X,100.0,
1215-175,J2000,12h15m46.751770s,"-17d31'45.402890""",2,3.7cm,X,X,X,S,,40.0,,3.7cm,X,X,X,S,,,40.0
1217+301,J2000,12h17m52.081987s,"30d07'00.636250""",0,20cm,L,S,S,X,X,15.0,,20cm,L,S,S,X,X,15.0,
1217+301,J2000,12h17m52.081987s,"30d07'00.636250""",1,6cm,C,S,S,S,S,50.0,,6cm,C,S,S,S,S,50.0,
1217+301,J2000,12h17m52.081987s,"30d07'00.636250""",2,3.7cm,X,S,S,S,X,50.0,,3.7cm,X,S,S,S,X,50.0,
1217+585,J2000,12h17m11.018694s,"58d35'26.248250""",0,20cm,L,S,S,X,X,25.0,,20cm,L,S,S,X,X,25.0,
1218-460,J2000,12h18m06.251883s,"-46d00'29.007010""",0,20cm,L,X,X,P,P,30.0,,20cm,L,X,X,P,P,,30.0
1218-460,J2000,12h18m06.251883s,"-46d00'29.007010""",1,6cm,C,X,X,X,S,30.0,,6cm,C,X,X,X,S,,30.0
1220+292,J2000,12h20m06.8246s,"29d16'50.716""",0,20cm,L,X,W,W,W,0.0,20.0,20cm,L,X,W,W,W,0.0,20.0
1221+441,J2000,12h21m27.044643s,"44d11'29.671740""",0,20cm,L,S,S,X,X,15.0,,20cm,L,S,S,X,X,15.0,
1222+042,J2000,12h22m22.549618s,"04d13'15.776300""",1,6cm,C,S,X,X,X,50.0,,6cm,C,S,X,X,X,50.0,
1222+042,J2000,12h22m22.549618s,"04d13'15.776300""",2,3.7cm,X,S,S,X,X,50.0,,3.7cm,X,S,S,X,X,50.0,
1224+035,J2000,12h24m52.421938s,"03d30'50.292910""",0,20cm,L,S,S,S,X,6.0,,20cm,L,S,S,S,X,6.0,
1224+213,J2000,12h24m54.458387s,"21d22'46.388610""",2,2cm,U,P,P,S,X,50.0,,2cm,U,P,P,S,X,50.0,
1225+392,J2000,12h25m50.569068s,"39d14'22.686760""",0,20cm,L,S,S,X,X,20.0,,20cm,L,S,S,X,X,20.0,
1225+392,J2000,12h25m50.569068s,"39d14'22.686760""",1,6cm,C,S,S,S,X,20.0,,6cm,C,S,S,S,X,20.0,
1225+392,J2000,12h25m50.569068s,"39d14'22.686760""",2,3.7cm,X,S,S,S,X,20.0,,3.7cm,X,S,S,S,X,20.0,
1229+020,J2000,12h29m06.699729s,"02d03'08.598190""",1,6cm,C,S,X,X,X,150.0,,6cm,C,S,X,X,X,150.0,
1229+020,J2000,12h29m06.699729s,"02d03'08.598190""",2,3.7cm,X,S,S,X,X,100.0,,3.7cm,X,S,S,X,X,100.0,
1229+020,J2000,12h29m06.699729s,"02d03'08.598190""",3,2cm,U,S,S,S,X,50.0,,2cm,U,S,S,S,X,50.0,
1230+123,J2000,12h30m49.423381s,"12d23'28.043930""",0,3.7cm,X,X,X,X,X,200.0,,3.7cm,X,X,X,X,X,200.0,
1235-418,J2000,12h35m41.9330s,"-41d53'18.010""",0,20cm,L,X,S,S,S,1.5,40.0,20cm,L,X,S,S,S,1.5,40.0
1239+075,J2000,12h39m24.588312s,"07d30'17.189090""",0,20cm,L,S,S,S,X,6.0,,20cm,L,S,S,S,X,6.0,
1239-103,J2000,12h39m43.061498s,"-10d23'28.692800""",0,20cm,L,S,S,X,X,12.0,,20cm,L,S,S,X,X,12.0,
