name,ra,dec,wavelength,receiver,flux_jy,usable_configs,usable_A,usable_B,usable_C,usable_D,cfg_A,cfg_B,cfg_C,cfg_D
1349+536,13h49m34.656623s,"53d41'17.040280""",3.7cm,X,0.67,"C,D",False,False,True,True,X,S,P,P
1351-148,13h51m52.649611s,"-14d49'14.555740""",20cm,L,1.2,"A,B,C",True,True,True,False,P,P,P,S
1351-148,13h51m52.649611s,"-14d49'14.555740""",6cm,C,0.8,"A,B,C,D",True,True,True,True,P,P,P,P
1351-148,13h51m52.649611s,"-14d49'14.555740""",3.7cm,X,1.0,"A,B,C,D",True,True,True,True,P,P,P,P
1352-442,13h52m56.534916s,"-44d12'40.387480""",3.7cm,X,0.65,"A,B,C,D",True,True,True,True,P,P,P,P
1354-021,13h54m06.895319s,"-02d06'03.190510""",20cm,L,0.8,"A,B,C,D",True,True,True,True,P,P,P,P
1354-021,13h54m06.895319s,"-02d06'03.190510""",6cm,C,0.9,"A,B,C,D",True,True,True,True,P,P,P,P
1354-021,13h54m06.895319s,"-02d06'03.190510""",3.7cm,X,0.78,"A,B,C,D",True,True,True,True,P,P,P,P
1356-343,13h56m05.3836s,"-34d21'10.824""",3.7cm,X,0.69,"A,B,C,D",True,True,True,True,P,P,P,P
1357-177,13h57m06.074200s,"-17d44'01.904130""",6cm,C,1.0,"A,B,C,D",True,True,True,True,P,P,P,P
1357-177,13h57m06.074200s,"-17d44'01.904130""",3.7cm,X,0.69,"A,B,C,D",True,True,True,True,P,P,P,P
1357-154,13h57m11.244974s,"-15d27'28.786530""",6cm,C,2.4,"A,B,C,D",True,True,True,True,P,P,P,P
1357-154,13h57m11.244974s,"-15d27'28.786530""",3.7cm,X,0.81,"A,B,C,D",True,True,True,True,P,P,P,P
1357+767,13h57m55.371519s,"76d43'21.051110""",3.7cm,X,0.98,"A,B,C,D",True,True,True,True,P,P,P,P
1400+621,14h00m28.6526s,"62d10'38.526""",20cm,L,4.4,"A,B,C,D",True,True,True,True,P,P,P,P
1400+621,14h00m28.6526s,"62d10'38.526""",6cm,C,1.72,"A,B,C,D",True,True,True,True,P,P,P,P
1400+621,14h00m28.6526s,"62d10'38.526""",3.7cm,X,1.08,"B,C,D",False,True,True,True,S,P,P,P
1404+658,14h04m05.2760s,"65d51'37.516""",20cm,L,2.0,"B,C",False,True,True,False,S,P,P,X
1407+284,14h07m00.394410s,"28d27'14.689980""",20cm,L,0.8,"A,B,C,D",True,True,True,True,P,P,P,P
1407+284,14h07m00.394410s,"28d27'14.689980""",6cm,C,2.8,"A,B,C,D",True,True,True,True,P,P,P,P
1407+284,14h07m00.394410s,"28d27'14.689980""",3.7cm,X,1.95,"A,B,C,D",True,True,True,True,P,P,P,P
1407+284,14h07m00.394410s,"28d27'14.689980""",2cm,U,1.3,"A,B,C,D",True,True,True,True,P,P,P,P
1408-078,14h08m56.481200s,"-07d52'26.666330""",6cm,C,0.78,"A,B,C,D",True,True,True,True,P,P,P,P
1408-078,14h08m56.481200s,"-07d52'26.666330""",3.7cm,X,0.63,"A,B,C,D",True,True,True,True,P,P,P,P
1409-269,14h09m50.169776s,"-26d57'36.979720""",3.7cm,X,0.88,"A,B,C,D",True,True,True,True,P,P,P,P
1411+522,14h11m20.6477s,"52d12'09.141""",20cm,L,22.8,D,False,False,False,True,X,X,X,P
1415+133,14h15m58.817499s,"13d20'23.712600""",20cm,L,1.1,"A,B",True,True,False,False,P,P,S,X
1415+133,14h15m58.817499s,"13d20'23.712600""",6cm,C,1.2,"A,B,C,D",True,True,True,True,P,P,P,P
1415+133,14h15m58.817499s,"13d20'23.712600""",3.7cm,X,1.62,"A,B,C,D",True,True,True,True,P,P,P,P
1415+133,14h15m58.817499s,"13d20'23.712600""",2cm,U,2.0,"A,B,C,D",True,True,True,True,P,P,P,P
1416+347,14h16m04.186239s,"34d44'36.427560""",20cm,L,1.9,"A,B",True,True,False,False,P,P,S,X
1416+347,14h16m04.186239s,"34d44'36.427560""",6cm,C,1.0,"A,B,C,D",True,True,True,True,P,P,P,P
1416+347,14h16m04.186239s,"34d44'36.427560""",3.7cm,X,0.66,"A,B,C,D",True,True,True,True,P,P,P,P
1417+461,14h17m08.161301s,"46d07'05.448370""",3.7cm,X,0.61,"A,B,C,D",True,True,True,True,P,P,P,P
1419+064,14h19m08.180173s,"06d28'34.803490""",20cm,L,5.8,"C,D",False,False,True,True,X,X,P,P
1419+543,14h19m46.597401s,"54d23'14.787210""",6cm,C,1.1,"A,B,C,D",True,True,True,True,P,P,P,P
1419+543,14h19m46.597401s,"54d23'14.787210""",3.7cm,X,1.28,"A,B,C,D",True,True,True,True,P,P,P,P
1419+543,14h19m46.597401s,"54d23'14.787210""",2cm,U,1.2,"A,B,C,D",True,True,True,True,P,P,P,P
1427-421,14h27m56.297560s,"-42d06'19.437620""",20cm,L,3.2,D,False,False,False,True,X,X,S,P
1430+107,14h30m09.738791s,"10d43'26.861970""",6cm,C,1.0,"A,B,C,D",True,True,True,True,P,P,P,P
1430+107,14h30m09.738791s,"10d43'26.861970""",3.7cm,X,0.87,"A,B,C,D",True,True,True,True,P,P,P,P
1432-180,14h32m57.690643s,"-18d01'35.248850""",3.7cm,X,0.6,"A,B,C,D",True,True,True,True,P,P,P,P
1433-158,14h33m21.459309s,"-15d48'44.687310""",3.7cm,X,0.84,"A,B,C,D",True,True,True,True,P,P,P,P
1435+760,14h35m47.104180s,"76d05'25.860910""",20cm,L,1.29,"A,B,C,D",True,True,True,True,P,P,P,P
1436+233,14h36m40.981113s,"23d21'03.259730""",6cm,C,0.8,"A,B,C,D",True,True,True,True,P,P,P,P
1436+233,14h36m40.981113s,"23d21'03.259730""",3.7cm,X,0.77,"A,B,C,D",True,True,True,True,P,P,P,P
1436+636,14h36m45.802138s,"63d36'37.866580""",3.7cm,X,0.71,"A,B,C,D",True,True,True,True,P,P,P,P
1438-220,14h38m09.469425s,"-22d04'54.748090""",6cm,C,0.9,"A,B,C,D",True,True,True,True,P,P,P,P
1438-220,14h38m09.469425s,"-22d04'54.748090""",3.7cm,X,0.66,"A,B,C,D",True,True,True,True,P,P,P,P
1438+621,14h38m44.7873s,"62d11'54.397""",20cm,L,2.3,"A,B,C,D",True,True,True,True,P,P,P,P
1438+621,14h38m44.7873s,"62d11'54.397""",6cm,C,0.9,"C,D",False,False,True,True,X,S,P,P
1438+621,14h38m44.7873s,"62d11'54.397""",3.7cm,X,0.5,"C,D",False,False,True,True,X,S,P,P
1439-169,14h39m28.6749s,"-16d59'03.082""",20cm,L,1.95,"C,D",False,False,True,True,X,X,P,P
1439-155,14h39m56.872054s,"-15d31'50.555240""",3.7cm,X,0.9,"A,B,C,D",True,True,True,True,P,P,P,P
1445+099,14h45m16.465213s,"09d58'36.072440""",20cm,L,2.6,"A,B,C,D",True,True,True,True,P,P,P,P
1445+099,14h45m16.465213s,"09d58'36.072440""",6cm,C,1.2,"A,B,C,D",True,True,True,True,P,P,P,P
1445+099,14h45m16.465213s,"09d58'36.072440""",3.7cm,X,0.73,"A,B,C,D",True,True,True,True,P,P,P,P
1445-164,14h45m53.376319s,"-16d29'01.619120""",3.7cm,X,0.56,"A,B,C,D",True,True,True,True,P,P,P,P
1446+173,14h46m35.346298s,"17d21'07.581340""",6cm,C,0.8,"A,B,C,D",True,True,True,True,P,P,P,P
1446+173,14h46m35.346298s,"17d21'07.581340""",3.7cm,X,0.86,"A,B,C,D",True,True,True,True,P,P,P,P
1446+173,14h46m35.346298s,"17d21'07.581340""",2cm,U,1.0,"A,B,C,D",True,True,True,True,P,P,P,P
1448-163,14h48m15.054162s,"-16d20'24.548880""",20cm,L,1.4,"A,B,C",True,True,True,False,P,P,P,S
1448-163,14h48m15.054162s,"-16d20'24.548880""",6cm,C,0.8,"A,B,C,D",True,True,True,True,P,P,P,P
1448-163,14h48m15.054162s,"-16d20'24.548880""",3.7cm,X,0.76,"A,B,C,D",True,True,True,True,P,P,P,P
1454-377,14h54m27.409764s,"-37d47'33.144830""",6cm,C,1.5,"A,B",True,True,False,False,P,P,X,X
1454-377,14h54m27.409764s,"-37d47'33.144830""",3.7cm,X,1.65,"A,B,C,D",True,True,True,True,P,P,P,P
1454-402,14h54m32.912371s,"-40d12'32.514390""",3.7cm,X,0.95,"A,B,C,D",True,True,True,True,P,P,P,P
1459+716,14h59m07.583867s,"71d40'19.867740""",20cm,L,7.6,"C,D",False,False,True,True,X,X,P,P
1459+716,14h59m07.583867s,"71d40'19.867740""",6cm,C,2.8,D,False,False,False,True,X,X,X,P
1500+478,15h00m48.654199s,"47d51'15.538260""",3.7cm,X,0.74,"A,B,C,D",True,True,True,True,P,P,P,P
1501-396,15h01m34.7619s,"-39d18'40.038""",20cm,L,2.61,"B,C,D",False,True,True,True,,P,P,P
1501-396,15h01m34.7619s,"-39d18'40.038""",6cm,C,1.07,"C,D",False,False,True,True,,,P,P
1504+104,15h04m24.979783s,"10d29'39.198650""",20cm,L,1.5,"A,B,C",True,True,True,False,P,P,P,X
1504+104,15h04m24.979783s,"10d29'39.198650""",6cm,C,1.5,"A,B,C,D",True,True,True,True,P,P,P,P
1504+104,15h04m24.979783s,"10d29'39.198650""",3.7cm,X,1.93,"A,B,C,D",True,True,True,True,P,P,P,P
1504+104,15h04m24.979783s,"10d29'39.198650""",2cm,U,1.4,"A,B,C,D",True,True,True,True,P,P,P,P
1505+034,15h05m06.477161s,"03d26'30.812610""",6cm,C,0.9,"A,B,C,D",True,True,True,True,P,P,P,P
1505+034,15h05m06.477161s,"03d26'30.812610""",3.7cm,X,0.97,"A,B,C,D",True,True,True,True,P,P,P,P
1507-168,15h07m04.786960s,"-16d52'30.267340""",6cm,C,2.9,"B,C,D",False,True,True,True,S,P,P,P
1507-168,15h07m04.786960s,"-16d52'30.267340""",3.7cm,X,2.4,"A,B,C,D",True,True,True,True,P,P,P,P
1507-168,15h07m04.786960s,"-16d52'30.267340""",2cm,U,2.4,"A,B,C,D",True,True,True,True,P,P,P,P
1510-057,15h10m53.591431s,"-05d43'07.417180""",20cm,L,3.6,D,False,False,False,True,X,X,S,P
1513+236,15h13m40.185630s,"23d38'35.200460""",20cm,L,1.6,"A,B,C",True,True,True,False,P,P,P,S
1513+236,15h13m40.185630s,"23d38'35.200460""",6cm,C,0.8,"A,B,C,D",True,True,True,True,P,P,P,P
1513+236,15h13m40.185630s,"23d38'35.200460""",3.7cm,X,0.52,"A,B,C,D",True,True,True,True,P,P,P,P
1513-102,15h13m44.893444s,"-10d12'00.264350""",6cm,C,1.0,"A,B,C,D",True,True,True,True,P,P,P,P
1513-102,15h13m44.893444s,"-10d12'00.264350""",3.7cm,X,0.95,"A,B,C,D",True,True,True,True,P,P,P,P
1513-102,15h13m44.893444s,"-10d12'00.264350""",2cm,U,1.3,"A,B,C,D",True,True,True,True,P,P,P,P
1516+002,15h16m40.219072s,"00d15'01.908960""",2cm,U,1.2,"A,B,C,D",True,True,True,True,P,P,P,P
1516+195,15h16m56.796194s,"19d32'12.991870""",3.7cm,X,0.61,"A,B,C,D",True,True,True,True,P,P,P,P
1517-243,15h17m41.813132s,"-24d22'19.475940""",6cm,C,2.4,"B,C,D",False,True,True,True,S,P,P,P
1520+202,15h20m05.4897s,"20d16'05.611""",20cm,L,2.5,"C,D",False,False,True,True,X,S,P,P
1522-275,15h22m37.675991s,"-27d30'10.785430""",20cm,L,1.0,"A,B,C,D",True,True,True,True,P,P,P,P
1522-275,15h22m37.675991s,"-27d30'10.785430""",6cm,C,1.93,"A,B,C,D",True,True,True,True,P,P,P,P
1522-275,15h22m37.675991s,"-27d30'10.785430""",3.7cm,X,1.84,"A,B,C,D",True,True,True,True,P,P,P,P
1522-275,15h22m37.675991s,"-27d30'10.785430""",2cm,U,1.6,"A,B,C,D",True,True,True,True,P,P,P,P
1526-138,15h26m59.440733s,"-13d51'00.163560""",20cm,L,2.8,"C,D",False,False,True,True,X,S,P,P
1534+015,15h34m52.453675s,"01d31'04.206570""",20cm,L,1.1,A,True,False,False,False,P,S,X,X
1534+015,15h34m52.453675s,"01d31'04.206570""",6cm,C,0.8,"A,B,C,D",True,True,True,True,P,P,P,P
1534+015,15h34m52.453675s,"01d31'04.206570""",3.7cm,X,0.9,"A,B,C,D",True,True,True,True,P,P,P,P
1538+003,15h38m15.953081s,"00d19'05.324150""",6cm,C,0.69,"C,D",False,False,True,True,S,S,P,P
1543-079,15h43m01.687567s,"-07d57'06.629160""",20cm,L,1.55,A,True,False,False,False,P,S,S,X
1543-079,15h43m01.687567s,"-07d57'06.629160""",6cm,C,0.9,"A,B,C,D",True,True,True,True,P,P,P,P
1543-079,15h43m01.687567s,"-07d57'06.629160""",3.7cm,X,0.65,"A,B,C,D",True,True,True,True,P,P,P,P
1546+004,15h46m09.531474s,"00d26'24.614080""",20cm,L,1.7,A,True,False,False,False,P,S,X,X
1546+004,15h46m09.531474s,"00d26'24.614080""",6cm,C,0.8,"A,B,C,D",True,True,True,True,P,P,P,P
1549+506,15h49m17.468534s,"50d38'05.788200""",20cm,L,0.7,"A,B",True,True,False,False,P,P,S,S
1549+506,15h49m17.468534s,"50d38'05.788200""",6cm,C,0.7,"A,B",True,True,False,False,P,P,S,S
1549+506,15h49m17.468534s,"50d38'05.788200""",3.7cm,X,1.17,"A,B,C,D",True,True,True,True,P,P,P,P
1549+026,15h49m29.436847s,"02d37'01.163470""",6cm,C,2.2,"A,B,C,D",True,True,True,True,P,P,P,P
1549+026,15h49m29.436847s,"02d37'01.163470""",3.7cm,X,1.08,"A,B,C,D",True,True,True,True,P,P,P,P
1549+026,15h49m29.436847s,"02d37'01.163470""",2cm,U,1.6,"A,B,C,D",True,True,True,True,P,P,P,P
1557-000,15h57m51.433973s,"-00d01'50.413710""",20cm,L,1.0,"A,B,C,D",True,True,True,True,P,P,P,P
1557-000,15h57m51.433973s,"-00d01'50.413710""",6cm,C,0.9,"A,B,C,D",True,True,True,True,P,P,P,P
1557-000,15h57m51.433973s,"-00d01'50.413710""",3.7cm,X,1.06,"A,B,C,D",True,True,True,True,P,P,P,P
1602+334,16h02m07.263468s,"33d26'53.072670""",20cm,L,2.6,"A,B,C,D",True,True,True,True,P,P,P,P
1602+334,16h02m07.263468s,"33d26'53.072670""",6cm,C,2.0,"A,B,C,D",True,True,True,True,P,P,P,P
1602+334,16h02m07.263468s,"33d26'53.072670""",3.7cm,X,2.05,"A,B,C,D",True,True,True,True,P,P,P,P
1602+334,16h02m07.263468s,"33d26'53.072670""",2cm,U,1.4,"A,B,C,D",True,True,True,True,P,P,P,P
1604-446,16h04m31.024731s,"-44d41'31.909238""",3.7cm,X,1.2,D,False,False,False,True,,,,P
1604+012,16h04m45.2917s,"01d17'51.222""",20cm,L,4.0,D,False,False,False,True,X,X,X,P
1608+104,16h08m46.203179s,"10d29'07.775850""",6cm,C,1.7,"A,B,C,D",True,True,True,True,P,P,P,P
1608+104,16h08m46.203179s,"10d29'07.775850""",3.7cm,X,1.2,"A,B,C,D",True,True,True,True,P,P,P,P
1608+104,16h08m46.203179s,"10d29'07.775850""",2cm,U,2.1,"A,B,C,D",True,True,True,True,P,P,P,P
1609+266,16h09m13.320753s,"26d41'29.036380""",20cm,L,4.83,"A,B,C,D",True,True,True,True,P,P,P,P
1609+266,16h09m13.320753s,"26d41'29.036380""",6cm,C,1.7,"B,C,D",False,True,True,True,S,P,P,P
1609+266,16h09m13.320753s,"26d41'29.036380""",3.7cm,X,0.85,"B,C,D",False,True,True,True,S,P,P,P
1613+342,16h13m41.064249s,"34d12'47.909090""",20cm,L,2.7,"A,B,C,D",True,True,True,True,P,P,P,P
1613+342,16h13m41.064249s,"34d12'47.909090""",6cm,C,2.3,"A,B,C,D",True,True,True,True,P,P,P,P
1613+342,16h13m41.064249s,"34d12'47.909090""",3.7cm,X,2.67,"A,B,C,D",True,True,True,True,P,P,P,P
1613+342,16h13m41.064249s,"34d12'47.909090""",2cm,U,2.0,"A,B,C,D",True,True,True,True,P,P,P,P
1616+049,16h16m37.556816s,"04d59'32.736630""",6cm,C,1.1,"A,B,C,D",True,True,True,True,P,P,P,P
1616+049,16h16m37.556816s,"04d59'32.736630""",3.7cm,X,0.58,"A,B,C,D",True,True,True,True,P,P,P,P
1617+027,16h17m49.908132s,"02d46'43.105200""",3.7cm,X,0.68,"A,B,C,D",True,True,True,True,P,P,P,P
1619+062,16h19m03.687684s,"06d13'02.243570""",3.7cm,X,0.72,"A,B",True,True,False,False,P,P,X,X
1623-116,16h23m59.5170s,"-11d40'43.790""",20cm,L,2.4,"C,D",False,False,True,True,X,X,P,P
1624+576,16h24m24.807563s,"57d41'16.280790""",3.7cm,X,0.8,"A,B,C,D",True,True,True,True,P,P,P,P
1625-254,16h25m46.891639s,"-25d27'38.326880""",20cm,L,2.5,D,False,False,False,True,X,X,X,P
1625-254,16h25m46.891639s,"-25d27'38.326880""",6cm,C,1.5,A,True,False,False,False,P,S,X,X
1625-311,16h25m55.4381s,"-31d08'08.341""",20cm,L,1.7,D,False,False,False,True,,,S,P
1625+415,16h25m57.669700s,"41d34'40.629220""",6cm,C,1.1,"A,B",True,True,False,False,P,P,S,S
1625+415,16h25m57.669700s,"41d34'40.629220""",3.7cm,X,1.03,"A,B,C,D",True,True,True,True,P,P,P,P
1626-298,16h26m06.020843s,"-29d51'26.971080""",20cm,L,2.3,"A,B,C",True,True,True,False,P,P,P,S
1626-298,16h26m06.020843s,"-29d51'26.971080""",6cm,C,2.5,"A,B,C,D",True,True,True,True,P,P,P,P
1626-298,16h26m06.020843s,"-29d51'26.971080""",3.7cm,X,2.25,"A,B,C,D",True,True,True,True,P,P,P,P
1626-298,16h26m06.020843s,"-29d51'26.971080""",2cm,U,2.2,"A,B,C,D",True,True,True,True,P,P,P,P
1626-298,16h26m06.020843s,"-29d51'26.971080""",1.3cm,K,2.57,"A,B,C,D",True,True,True,True,P,P,P,P
1632+825,16h32m31.969981s,"82d32'16.399900""",6cm,C,0.7,"A,B,C",True,True,True,False,P,P,P,S
1632+825,16h32m31.969981s,"82d32'16.399900""",3.7cm,X,0.75,"A,B,C,D",True,True,True,True,P,P,P,P
1634+627,16h34m33.8029s,"62d45'35.903""",20cm,L,4.8,"B,C,D",False,True,True,True,S,P,P,P
1634+627,16h34m33.8029s,"62d45'35.903""",6cm,C,1.5,"C,D",False,False,True,True,X,S,P,P
1634+627,16h34m33.8029s,"62d45'35.903""",3.7cm,X,0.76,"C,D",False,False,True,True,X,S,P,P
1635+381,16h35m15.492973s,"38d08'04.500600""",20cm,L,1.9,"A,B",True,True,False,False,P,P,S,S
1635+381,16h35m15.492973s,"38d08'04.500600""",6cm,C,2.2,"A,B,C,D",True,True,True,True,P,P,P,P
1635+381,16h35m15.492973s,"38d08'04.500600""",3.7cm,X,2.35,"A,B,C,D",True,True,True,True,P,P,P,P
1635+381,16h35m15.492973s,"38d08'04.500600""",2cm,U,3.3,"A,B,C,D",True,True,True,True,P,P,P,P
1638+573,16h38m13.456293s,"57d20'23.979180""",6cm,C,1.6,"A,B",True,True,False,False,P,P,X,X
1638+573,16h38m13.456293s,"57d20'23.979180""",3.7cm,X,1.55,"A,B,C,D",True,True,True,True,P,P,P,P
1638+573,16h38m13.456293s,"57d20'23.979180""",2cm,U,1.7,"A,B,C,D",True,True,True,True,P,P,P,P
1638+625,16h38m28.2058s,"62d34'44.318""",20cm,L,4.5,"C,D",False,False,True,True,X,S,P,P
1638+625,16h38m28.2058s,"62d34'44.318""",3.7cm,X,0.67,D,False,False,False,True,X,X,S,P
1640+397,16h40m29.632771s,"39d46'46.028540""",6cm,C,0.8,"A,B,C,D",True,True,True,True,P,P,P,P
1640+397,16h40m29.632771s,"39d46'46.028540""",3.7cm,X,1.75,"A,B,C,D",True,True,True,True,P,P,P,P
1640+397,16h40m29.632771s,"39d46'46.028540""",2cm,U,1.5,"A,B,C,D",True,True,True,True,P,P,P,P
1640+123,16h40m47.938850s,"12d20'02.078870""",20cm,L,2.1,"B,C,D",False,True,True,True,S,P,P,P
1640+123,16h40m47.938850s,"12d20'02.078870""",6cm,C,1.0,"C,D",False,False,True,True,X,S,P,P
1640+123,16h40m47.938850s,"12d20'02.078870""",3.7cm,X,0.8,"C,D",False,False,True,True,X,S,P,P
1642-063,16h42m02.1770s,"-06d21'23.810""",6cm,C,1.0,"C,D",False,False,True,True,,,P,P
1642-063,16h42m02.1770s,"-06d21'23.810""",2cm,U,1.74,"C,D",False,False,True,True,,,P,P
1642+689,16h42m07.848514s,"68d56'39.756400""",6cm,C,1.6,"A,B,C,D",True,True,True,True,P,P,P,P
1642+689,16h42m07.848514s,"68d56'39.756400""",3.7cm,X,1.2,"A,B,C,D",True,True,True,True,P,P,P,P
1642+689,16h42m07.848514s,"68d56'39.756400""",2cm,U,1.2,"A,B,C,D",True,True,True,True,P,P,P,P
1642+398,16h42m58.809951s,"39d48'36.993950""",6cm,C,7.8,"A,B",True,True,False,False,P,P,S,S
1651+014,16h51m03.662382s,"01d29'23.458780""",3.7cm,X,0.55,"A,B,C,D",True,True,True,True,P,P,P,P
1653+397,16h53m52.216688s,"39d45'36.608900""",3.7cm,X,1.1,"B,C,D",False,True,True,True,S,P,P,P
1653+397,16h53m52.216688s,"39d45'36.608900""",2cm,U,1.2,"C,D",False,False,True,True,X,S,P,P
1657+481,16h57m46.878947s,"48d08'33.041080""",3.7cm,X,0.73,D,False,False,False,True,X,X,S,P
1658+476,16h58m02.779610s,"47d37'49.231340""",6cm,C,1.2,"A,B,C,D",True,True,True,True,P,P,P,P
1658+476,16h58m02.779610s,"47d37'49.231340""",3.7cm,X,1.15,"A,B,C,D",True,True,True,True,P,P,P,P
1658+476,16h58m02.779610s,"47d37'49.231340""",2cm,U,1.3,"A,B,C,D",True,True,True,True,P,P,P,P
1658+076,16h58m09.011458s,"07d41'27.540720""",6cm,C,1.5,"A,B",True,True,False,False,P,P,S,X
1658+076,16h58m09.011458s,"07d41'27.540720""",3.7cm,X,1.05,"A,B,C",True,True,True,False,P,P,P,S
1658+076,16h58m09.011458s,"07d41'27.540720""",2cm,U,1.3,"A,B,C,D",True,True,True,True,P,P,P,P
1658+052,16h58m33.447350s,"05d15'16.444450""",3.7cm,X,0.92,"A,B,C,D",True,True,True,True,P,P,P,P
1707+018,17h07m34.415277s,"01d48'45.699230""",3.7cm,X,0.59,"A,B,C,D",True,True,True,True,P,P,P,P
1714-252,17h14m47.8570s,"-25d14'35.144""",20cm,L,2.5,"B,C",False,True,True,False,,P,P,S
1716+686,17h16m13.938002s,"68d36'38.744580""",3.7cm,X,0.88,"A,B,C,D",True,True,True,True,P,P,P,P
1719+177,17h19m13.048469s,"17d45'06.436980""",3.7cm,X,0.79,"A,B,C,D",True,True,True,True,P,P,P,P
1719+177,17h19m13.048469s,"17d45'06.436980""",2cm,U,0.9,"A,B,C,D",True,True,True,True,P,P,P,P
1721+357,17h21m09.491039s,"35d42'16.063500""",3.7cm,X,0.63,"A,B,C,D",True,True,True,True,P,P,P,P
1727+455,17h27m27.650808s,"45d30'39.731390""",20cm,L,0.94,"A,B",True,True,False,False,P,P,S,X
1727+455,17h27m27.650808s,"45d30'39.731390""",6cm,C,0.9,"A,B,C,D",True,True,True,True,P,P,P,P
1727+455,17h27m27.650808s,"45d30'39.731390""",3.7cm,X,1.55,"A,B,C,D",True,True,True,True,P,P,P,P
1727+455,17h27m27.650808s,"45d30'39.731390""",2cm,U,1.6,"A,B,C,D",True,True,True,True,P,P,P,P
1728+122,17h28m07.051218s,"12d15'39.486000""",3.7cm,X,0.7,"A,B,C,D",True,True,True,True,P,P,P,P
1728+044,17h28m24.952716s,"04d27'04.914010""",6cm,C,0.9,"A,B,C,D",True,True,True,True,P,P,P,P
1728+044,17h28m24.952716s,"04d27'04.914010""",3.7cm,X,0.77,"A,B,C,D",True,True,True,True,P,P,P,P
1734+389,17h34m20.578534s,"38d57'51.443100""",20cm,L,0.9,"A,B",True,True,False,False,P,P,S,S
1734+389,17h34m20.578534s,"38d57'51.443100""",6cm,C,1.2,"A,B,C,D",True,True,True,True,P,P,P,P
1734+389,17h34m20.578534s,"38d57'51.443100""",3.7cm,X,1.5,"A,B,C,D",True,True,True,True,P,P,P,P
1734+389,17h34m20.578534s,"38d57'51.443100""",2cm,U,1.22,"A,B,C,D",True,True,True,True,P,P,P,P
1734+094,17h34m58.376995s,"09d26'58.260060""",20cm,L,1.15,"A,B",True,True,False,False,P,P,S,X
1734+094,17h34m58.376995s,"09d26'58.260060""",6cm,C,0.81,"A,B,C,D",True,True,True,True,P,P,P,P
1735+362,17h35m48.086675s,"36d16'45.611390""",3.7cm,X,0.93,"A,B,C,D",True,True,True,True,P,P,P,P
1735+508,17h35m49.005180s,"50d49'11.565860""",3.7cm,X,0.99,"A,B,C,D",True,True,True,True,P,P,P,P
1737+063,17h37m13.729042s,"06d21'03.572370""",20cm,L,1.08,"A,B",True,True,False,False,P,P,S,S
1737+063,17h37m13.729042s,"06d21'03.572370""",6cm,C,0.7,"A,B,C,D",True,True,True,True,P,P,P,P
1739+499,17h39m27.390494s,"49d55'03.368280""",3.7cm,X,0.5,"A,B,C,D",True,True,True,True,P,P,P,P
1739+476,17h39m57.129066s,"47d37'58.361210""",20cm,L,1.2,"A,B",True,True,False,False,P,P,S,X
1739+476,17h39m57.129066s,"47d37'58.361210""",6cm,C,0.9,"A,B,C,D",True,True,True,True,P,P,P,P
1739+476,17h39m57.129066s,"47d37'58.361210""",3.7cm,X,0.94,"A,B,C,D",True,True,True,True,P,P,P,P
1740+521,17h40m36.977850s,"52d11'43.407500""",6cm,C,0.9,"A,B,C,D",True,True,True,True,P,P,P,P
1740+521,17h40m36.977850s,"52d11'43.407500""",3.7cm,X,1.6,"A,B,C,D",True,True,True,True,P,P,P,P
1743-038,17h43m58.856137s,"-03d50'04.616680""",20cm,L,1.55,"A,B",True,True,False,False,P,P,S,S
1743-038,17h43m58.856137s,"-03d50'04.616680""",6cm,C,2.7,"A,B,C,D",True,True,True,True,P,P,P,P
1743-038,17h43m58.856137s,"-03d50'04.616680""",3.7cm,X,3.8,"A,B,C,D",True,True,True,True,P,P,P,P
1743-038,17h43m58.856137s,"-03d50'04.616680""",2cm,U,3.8,"A,B,C,D",True,True,True,True,P,P,P,P
1743-038,17h43m58.856137s,"-03d50'04.616680""",1.3cm,K,3.81,"A,B,C,D",True,True,True,True,P,P,P,P
1744+402,17h44m25.095896s,"40d14'48.140800""",20cm,L,0.95,"A,B",True,True,False,False,P,P,S,X
1745-078,17h45m27.1040s,"-07d53'03.600""",20cm,L,0.93,"A,B",True,True,False,False,P,P,S,X
1745-078,17h45m27.1040s,"-07d53'03.600""",3.7cm,X,0.64,"A,B,C,D",True,True,True,True,P,P,P,P
1745+173,17h45m35.208181s,"17d20'01.423410""",20cm,L,1.1,"A,B",True,True,False,False,P,P,S,S
1745+173,17h45m35.208181s,"17d20'01.423410""",6cm,C,1.1,"A,B,C,D",True,True,True,True,P,P,P,P
1745+173,17h45m35.208181s,"17d20'01.423410""",3.7cm,X,0.96,"A,B,C,D",True,True,True,True,P,P,P,P
1745+173,17h45m35.208181s,"17d20'01.423410""",2cm,U,0.7,"A,B,C,D",True,True,True,True,P,P,P,P
1751+096,17h51m32.818573s,"09d39'00.728510""",20cm,L,1.3,"A,B",True,True,False,False,P,P,S,S
1751+096,17h51m32.818573s,"09d39'00.728510""",6cm,C,1.8,"A,B,C,D",True,True,True,True,P,P,P,P
1751+096,17h51m32.818573s,"09d39'00.728510""",3.7cm,X,2.0,"A,B,C,D",True,True,True,True,P,P,P,P
1751+096,17h51m32.818573s,"09d39'00.728510""",2cm,U,4.5,"A,B,C,D",True,True,True,True,P,P,P,P
